Date,numTimes
1932-04,0
1932-05,0
1932-06,0
1932-07,0
1932-08,0
1932-09,0
1932-10,0
1932-11,0
1932-12,0
1933-01,0
1933-02,0
1933-03,0
1933-04,0
1933-05,0
1933-06,0
1933-07,1
1933-08,0
1933-09,0
1933-10,0
1933-11,0
1933-12,0
1934-01,0
1934-02,0
1934-03,1
1934-04,0
1934-05,0
1934-06,0
1934-07,0
1934-08,0
1934-09,0
1934-10,0
1934-11,0
1934-12,0
1935-01,0
1935-02,0
1935-03,0
1935-04,0
1935-05,0
1935-06,0
1935-07,0
1935-08,0
1935-09,0
1935-10,0
1935-11,0
1935-12,0
1936-01,0
1936-02,0
1936-03,0
1936-04,0
1936-05,0
1936-06,0
1936-07,0
1936-08,0
1936-09,0
1936-10,1
1936-11,0
1936-12,0
1937-01,1
1937-02,0
1937-03,0
1937-04,0
1937-05,0
1937-06,0
1937-07,0
1937-08,0
1937-09,0
1937-10,0
1937-11,0
1937-12,0
1938-01,0
1938-02,0
1938-03,0
1938-04,0
1938-05,0
1938-06,0
1938-07,0
1938-08,0
1938-09,1
1938-10,0
1938-11,0
1938-12,0
1939-01,0
1939-02,0
1939-03,0
1939-04,0
1939-05,0
1939-06,0
1939-07,0
1939-08,0
1939-09,0
1939-10,0
1939-11,0
1939-12,0
1940-01,0
1940-02,0
1940-03,0
1940-04,0
1940-05,0
1940-06,0
1940-07,0
1940-08,0
1940-09,0
1940-10,0
1940-11,0
1940-12,0
1941-01,0
1941-02,0
1941-03,0
1941-04,0
1941-05,0
1941-06,0
1941-07,0
1941-08,0
1941-09,0
1941-10,0
1941-11,0
1941-12,0
1942-01,0
1942-02,0
1942-03,0
1942-04,0
1942-05,0
1942-06,0
1942-07,0
1942-08,0
1942-09,0
1942-10,0
1942-11,0
1942-12,0
1943-01,0
1943-02,0
1943-03,0
1943-04,0
1943-05,0
1943-06,0
1943-07,0
1943-08,0
1943-09,0
1943-10,0
1943-11,0
1943-12,0
1944-01,0
1944-02,0
1944-03,1
1944-04,0
1944-05,0
1944-06,0
1944-07,0
1944-08,0
1944-09,0
1944-10,0
1944-11,1
1944-12,2
1945-01,0
1945-02,0
1945-03,0
1945-04,1
1945-05,0
1945-06,1
1945-07,0
1945-08,0
1945-09,1
1945-10,0
1945-11,0
1945-12,2
1946-01,0
1946-02,1
1946-03,0
1946-04,0
1946-05,0
1946-06,2
1946-07,0
1946-08,0
1946-09,0
1946-10,0
1946-11,0
1946-12,0
1947-01,0
1947-02,0
1947-03,2
1947-04,0
1947-05,0
1947-06,0
1947-07,0
1947-08,0
1947-09,0
1947-10,1
1947-11,0
1947-12,1
1948-01,0
1948-02,1
1948-03,0
1948-04,0
1948-05,0
1948-06,0
1948-07,0
1948-08,1
1948-09,0
1948-10,0
1948-11,0
1948-12,0
1949-01,0
1949-02,0
1949-03,0
1949-04,0
1949-05,0
1949-06,0
1949-07,0
1949-08,0
1949-09,0
1949-10,1
1949-11,0
1949-12,1
1950-01,1
1950-02,1
1950-03,0
1950-04,0
1950-05,0
1950-06,0
1950-07,0
1950-08,0
1950-09,0
1950-10,0
1950-11,0
1950-12,0
1951-01,0
1951-02,0
1951-03,0
1951-04,0
1951-05,1
1951-06,0
1951-07,1
1951-08,0
1951-09,0
1951-10,1
1951-11,1
1951-12,0
1952-01,0
1952-02,1
1952-03,1
1952-04,1
1952-05,0
1952-06,0
1952-07,0
1952-08,0
1952-09,0
1952-10,2
1952-11,1
1952-12,1
1953-01,0
1953-02,2
1953-03,0
1953-04,0
1953-05,0
1953-06,0
1953-07,0
1953-08,0
1953-09,1
1953-10,2
1953-11,0
1953-12,0
1954-01,2
1954-02,0
1954-03,1
1954-04,1
1954-05,2
1954-06,1
1954-07,1
1954-08,0
1954-09,0
1954-10,3
1954-11,2
1954-12,1
1955-01,1
1955-02,0
1955-03,0
1955-04,1
1955-05,0
1955-06,1
1955-07,0
1955-08,0
1955-09,0
1955-10,0
1955-11,1
1955-12,0
1956-01,1
1956-02,1
1956-03,0
1956-04,1
1956-05,1
1956-06,3
1956-07,0
1956-08,1
1956-09,0
1956-10,0
1956-11,0
1956-12,1
1957-01,0
1957-02,1
1957-03,2
1957-04,2
1957-05,2
1957-06,1
1957-07,0
1957-08,1
1957-09,2
1957-10,2
1957-11,1
1957-12,1
1958-01,2
1958-02,0
1958-03,0
1958-04,0
1958-05,1
1958-06,1
1958-07,1
1958-08,3
1958-09,1
1958-10,2
1958-11,0
1958-12,1
1959-01,6
1959-02,3
1959-03,3
1959-04,2
1959-05,3
1959-06,2
1959-07,3
1959-08,1
1959-09,1
1959-10,1
1959-11,1
1959-12,4
1960-01,2
1960-02,3
1960-03,6
1960-04,3
1960-05,8
1960-06,6
1960-07,4
1960-08,3
1960-09,3
1960-10,2
1960-11,2
1960-12,4
1961-01,3
1961-02,5
1961-03,7
1961-04,1
1961-05,6
1961-06,3
1961-07,5
1961-08,4
1961-09,1
1961-10,6
1961-11,7
1961-12,4
1962-01,6
1962-02,7
1962-03,8
1962-04,7
1962-05,2
1962-06,11
1962-07,8
1962-08,12
1962-09,8
1962-10,11
1962-11,6
1962-12,6
1963-01,5
1963-02,7
1963-03,8
1963-04,13
1963-05,6
1963-06,10
1963-07,11
1963-08,10
1963-09,10
1963-10,15
1963-11,12
1963-12,10
1964-01,19
1964-02,9
1964-03,11
1964-04,25
1964-05,19
1964-06,15
1964-07,18
1964-08,21
1964-09,16
1964-10,21
1964-11,15
1964-12,22
1965-01,15
1965-02,11
1965-03,19
1965-04,12
1965-05,22
1965-06,38
1965-07,24
1965-08,18
1965-09,33
1965-10,57
1965-11,14
1965-12,32
1966-01,26
1966-02,23
1966-03,32
1966-04,30
1966-05,41
1966-06,34
1966-07,37
1966-08,37
1966-09,33
1966-10,33
1966-11,32
1966-12,43
1967-01,36
1967-02,38
1967-03,44
1967-04,32
1967-05,55
1967-06,39
1967-07,35
1967-08,37
1967-09,50
1967-10,45
1967-11,45
1967-12,54
1968-01,53
1968-02,35
1968-03,45
1968-04,51
1968-05,65
1968-06,63
1968-07,76
1968-08,65
1968-09,57
1968-10,59
1968-11,57
1968-12,55
1969-01,64
1969-02,59
1969-03,76
1969-04,60
1969-05,77
1969-06,74
1969-07,81
1969-08,76
1969-09,75
1969-10,75
1969-11,65
1969-12,78
1970-01,83
1970-02,72
1970-03,105
1970-04,102
1970-05,91
1970-06,115
1970-07,88
1970-08,96
1970-09,118
1970-10,100
1970-11,85
1970-12,102
1971-01,60
1971-02,71
1971-03,96
1971-04,111
1971-05,112
1971-06,122
1971-07,115
1971-08,85
1971-09,117
1971-10,88
1971-11,116
1971-12,138
1972-01,109
1972-02,96
1972-03,127
1972-04,118
1972-05,122
1972-06,137
1972-07,109
1972-08,126
1972-09,126
1972-10,101
1972-11,112
1972-12,119
1973-01,109
1973-02,151
1973-03,155
1973-04,141
1973-05,159
1973-06,117
1973-07,126
1973-08,133
1973-09,128
1973-10,140
1973-11,141
1973-12,128
1974-01,175
1974-02,150
1974-03,141
1974-04,153
1974-05,164
1974-06,145
1974-07,172
1974-08,151
1974-09,170
1974-10,188
1974-11,204
1974-12,189
1975-01,174
1975-02,186
1975-03,208
1975-04,238
1975-05,233
1975-06,246
1975-07,198
1975-08,199
1975-09,286
1975-10,227
1975-11,237
1975-12,297
1976-01,238
1976-02,287
1976-03,335
1976-04,328
1976-05,324
1976-06,409
1976-07,327
1976-08,291
1976-09,345
1976-10,308
1976-11,405
1976-12,600
1977-01,597
1977-02,640
1977-03,856
1977-04,733
1977-05,924
1977-06,1055
1977-07,947
1977-08,1119
1977-09,1202
1977-10,1299
1977-11,1348
1977-12,1716
1978-01,1444
1978-02,1669
1978-03,2179
1978-04,1995
1978-05,2521
1978-06,2641
1978-07,2459
1978-08,2857
1978-09,3011
1978-10,3450
1978-11,3516
1978-12,4125
1979-01,4578
1979-02,4710
1979-03,5623
1979-04,5707
1979-05,6002
1979-06,5974
1979-07,5653
1979-08,5962
1979-09,5524
1979-10,6454
1979-11,5902
1979-12,6381
1980-01,5482
1980-02,5600
1980-03,6492
1980-04,5967
1980-05,6350
1980-06,6760
1980-07,6642
1980-08,5884
1980-09,6794
1980-10,6987
1980-11,5969
1980-12,7482
1981-01,5482
1981-02,5974
1981-03,7280
1981-04,6557
1981-05,6263
1981-06,7168
1981-07,6711
1981-08,6238
1981-09,6156
1981-10,6437
1981-11,6307
1981-12,7197
1982-01,5264
1982-02,5994
1982-03,7678
1982-04,6477
1982-05,6473
1982-06,7313
1982-07,6654
1982-08,6597
1982-09,12332
1982-10,3603
1982-11,5254
1982-12,6477
1983-01,5336
1983-02,5574
1983-03,7140
1983-04,6242
1983-05,6513
1983-06,7103
1983-07,6142
1983-08,6523
1983-09,6632
1983-10,6563
1983-11,6381
1983-12,7565
1984-01,5661
1984-02,6416
1984-03,7356
1984-04,7155
1984-05,7352
1984-06,7539
1984-07,7035
1984-08,7169
1984-09,6582
1984-10,7715
1984-11,7308
1984-12,7937
1985-01,6253
1985-02,7025
1985-03,7832
1985-04,7934
1985-05,8039
1985-06,7359
1985-07,7874
1985-08,7425
1985-09,7899
1985-10,8431
1985-11,7367
1985-12,8597
1986-01,6848
1986-02,7367
1986-03,8354
1986-04,8292
1986-05,8055
1986-06,8227
1986-07,8177
1986-08,7634
1986-09,8431
1986-10,8945
1986-11,7297
1986-12,9185
1987-01,6973
1987-02,7905
1987-03,9297
1987-04,8951
1987-05,8226
1987-06,9126
1987-07,9135
1987-08,8152
1987-09,8749
1987-10,9198
1987-11,8786
1987-12,10159
1988-01,7409
1988-02,9053
1988-03,10509
1988-04,9150
1988-05,9325
1988-06,10135
1988-07,9112
1988-08,9643
1988-09,9996
1988-10,10122
1988-11,9485
1988-12,10911
1989-01,8937
1989-02,9513
1989-03,11104
1989-04,9848
1989-05,10721
1989-06,11218
1989-07,9580
1989-08,10200
1989-09,10195
1989-10,10854
1989-11,10308
1989-12,11123
1990-01,9645
1990-02,9949
1990-03,11568
1990-04,10804
1990-05,10863
1990-06,11253
1990-07,10765
1990-08,11175
1990-09,10258
1990-10,12561
1990-11,9842
1990-12,11372
1991-01,9454
1991-02,10029
1991-03,11260
1991-04,11332
1991-05,11507
1991-06,10997
1991-07,11349
1991-08,10897
1991-09,11324
1991-10,11892
1991-11,11233
1991-12,11827
1992-01,10089
1992-02,10395
1992-03,12349
1992-04,11752
1992-05,11003
1992-06,12469
1992-07,12014
1992-08,10621
1992-09,12212
1992-10,11728
1992-11,11222
1992-12,13133
1993-01,9953
1993-02,10628
1993-03,13480
1993-04,12194
1993-05,11320
1993-06,12989
1993-07,12069
1993-08,11775
1993-09,12631
1993-10,12200
1993-11,12336
1993-12,13839
1994-01,11269
1994-02,11516
1994-03,14607
1994-04,12629
1994-05,13097
1994-06,15310
1994-07,13306
1994-08,14482
1994-09,15932
1994-10,14554
1994-11,14594
1994-12,17313
1995-01,13311
1995-02,13646
1995-03,17516
1995-04,15035
1995-05,21135
1995-06,33787
1995-07,11675
1995-08,13447
1995-09,14558
1995-10,14403
1995-11,14413
1995-12,16273
1996-01,13431
1996-02,14250
1996-03,16823
1996-04,16314
1996-05,17320
1996-06,18112
1996-07,17025
1996-08,16654
1996-09,17858
1996-10,18425
1996-11,16821
1996-12,19639
1997-01,16523
1997-02,17153
1997-03,19819
1997-04,19349
1997-05,19224
1997-06,20662
1997-07,19646
1997-08,18833
1997-09,21220
1997-10,21698
1997-11,18581
1997-12,21534
1998-01,16574
1998-02,18034
1998-03,21577
1998-04,19956
1998-05,19295
1998-06,22119
1998-07,20530
1998-08,18939
1998-09,21037
1998-10,21067
1998-11,19815
1998-12,23753
1999-01,17403
1999-02,19267
1999-03,24303
1999-04,21631
1999-05,21052
1999-06,24357
1999-07,21756
1999-08,22431
1999-09,23408
1999-10,22959
1999-11,23149
1999-12,27020
2000-01,20740
2000-02,23833
2000-03,29106
2000-04,23267
2000-05,26188
2000-06,27340
2000-07,21748
2000-08,26838
2000-09,26435
2000-10,25245
2000-11,26575
2000-12,31836
2001-01,28027
2001-02,29094
2001-03,35650
2001-04,28690
2001-05,28692
2001-06,31988
2001-07,30176
2001-08,32962
2001-09,29609
2001-10,32545
2001-11,30106
2001-12,31752
2002-01,29513
2002-02,28812
2002-03,33555
2002-04,31970
2002-05,33604
2002-06,32278
2002-07,31795
2002-08,31760
2002-09,32083
2002-10,33808
2002-11,30234
2002-12,34649
2003-01,28343
2003-02,28652
2003-03,33303
2003-04,32291
2003-05,31561
2003-06,33917
2003-07,32484
2003-08,31166
2003-09,35472
2003-10,35579
2003-11,30275
2003-12,38197
2004-01,28398
2004-02,30862
2004-03,38442
2004-04,34082
2004-05,31707
2004-06,37935
2004-07,33372
2004-08,33992
2004-09,38187
2004-10,34710
2004-11,34549
2004-12,39729
2005-01,30880
2005-02,32550
2005-03,41804
2005-04,36124
2005-05,35833
2005-06,40795
2005-07,32803
2005-08,36789
2005-09,38937
2005-10,35617
2005-11,35940
2005-12,42208
2006-01,33395
2006-02,33203
2006-03,43579
2006-04,34886
2006-05,39856
2006-06,42898
2006-07,34543
2006-08,39696
2006-09,39294
2006-10,39372
2006-11,38063
2006-12,44223
2007-01,37114
2007-02,35188
2007-03,44173
2007-04,37711
2007-05,40160
2007-06,41242
2007-07,36923
2007-08,40940
2007-09,38331
2007-10,48968
2007-11,37097
2007-12,41253
2008-01,35770
2008-02,36674
2008-03,41195
2008-04,38898
2008-05,39249
2008-06,41089
2008-07,38360
2008-08,36937
2008-09,41496
2008-10,41597
2008-11,34047
2008-12,42751
2009-01,31570
2009-02,33450
2009-03,39615
2009-04,35830
2009-05,33454
2009-06,38812
2009-07,35348
2009-08,33394
2009-09,38241
2009-10,37186
2009-11,34344
2009-12,42593
2010-01,31365
2010-02,33237
2010-03,43055
2010-04,38781
2010-05,36019
2010-06,42086
2010-07,36667
2010-08,37406
2010-09,40013
2010-10,38245
2010-11,38164
2010-12,45032
2011-01,35259
2011-02,35057
2011-03,45603
2011-04,38163
2011-05,38934
2011-06,43581
2011-07,35761
2011-08,41170
2011-09,47684
2011-10,37863
2011-11,39011
2011-12,46466
2012-01,36431
2012-02,38898
2012-03,46164
2012-04,40774
2012-05,42497
2012-06,45306
2012-07,40112
2012-08,44458
2012-09,47369
2012-10,41657
2012-11,42731
2012-12,47066
2013-01,40202
2013-02,41551
2013-03,83081
2013-04,35692
2013-05,41226
2013-06,42726
2013-07,41009
2013-08,42725
2013-09,44377
2013-10,44969
2013-11,40771
2013-12,49538
2014-01,40503
2014-02,41112
2014-03,62356
2014-04,44000
2014-05,44872
2014-06,47230
2014-07,43508
2014-08,41927
2014-09,47693
2014-10,45378
2014-11,38328
2014-12,49447
2015-01,37850
2015-02,37244
2015-03,46683
2015-04,40594
2015-05,38408
2015-06,44952
2015-07,39416
2015-08,37711
2015-09,45619
2015-10,39535
2015-11,36468
2015-12,33199
2016-01,25062
2016-02,26647
2016-03,30814
2016-04,25684
2016-05,25784
2016-06,28798
2016-07,22402
2016-08,24950
2016-09,24847
2016-10,21886
2016-11,20130
2016-12,15126
2017-01,12821
2017-02,6629
2017-03,2858
2017-04,1949
2017-05,347
2017-06,0
2017-07,0
2017-08,0
2017-09,0
2017-10,0
2017-11,0
2017-12,0
2018-01,0
2018-02,0
2018-03,0
2018-04,0
2018-05,0
2018-06,0
2018-07,0
2018-08,0
2018-09,0
2018-10,0
2018-11,0
2018-12,0
